image_name,x_min,x_max,y_min,y_max
image_13295,22,305,8,273
image_13296,143,400,6,155
image_13297,150,299,180,381
image_13298,146,499,59,374
image_13299,67,331,37,234
image_13300,207,465,42,419
image_13301,6,172,42,269
image_13302,1,594,1,416
image_13303,72,306,121,396
image_13304,26,391,0,343
image_13305,170,409,7,371
image_13306,3,630,28,447
image_13307,0,499,0,392
image_13308,83,157,84,262
image_13309,0,338,27,470
image_13310,4,149,82,319
image_13311,31,159,40,226
image_13312,29,274,10,223
image_13313,93,373,54,343
image_13314,47,216,8,451
image_13315,0,1752,84,1532
image_13316,10,250,17,179
image_13317,15,282,7,476
image_13318,84,390,56,374
image_13319,1,331,43,498
image_13320,13,331,90,498
image_13321,21,312,21,234
image_13322,30,216,113,244
image_13323,2,249,29,202
image_13324,6,291,3,226
image_13325,111,426,106,549
image_13326,92,243,44,214
image_13327,38,449,25,342
image_13328,77,327,21,225
image_13329,101,292,130,258
image_13330,116,344,41,284
image_13331,83,514,164,514
image_13332,61,279,35,352
image_13333,15,277,50,158
image_13334,17,936,53,1017
image_13335,1,246,95,225
image_13336,25,163,3,203
image_13337,24,443,42,499
image_13338,145,327,105,247
image_13339,32,246,17,183
image_13340,109,204,95,176
image_13341,176,499,39,317
image_13342,62,225,0,390
image_13343,128,403,20,454
image_13344,3,344,166,498
image_13345,33,283,50,413
image_13346,7,239,13,147
image_13347,6,314,9,236
image_13348,76,222,96,168
image_13349,56,628,7,574
image_13350,147,388,106,315
image_13351,101,578,139,337
image_13352,125,371,38,359
image_13353,10,282,28,447
image_13354,36,193,104,239
image_13355,0,412,41,347
image_13356,27,469,4,304
image_13357,156,474,101,340
image_13358,222,594,122,453
image_13359,24,190,69,313
image_13360,11,126,31,178
image_13361,0,283,57,245
image_13362,52,353,57,464
image_13363,167,556,73,373
image_13364,50,321,27,279
image_13365,282,383,125,211
image_13366,48,410,47,446
image_13367,40,369,142,475
image_13368,126,760,4,867
image_13369,706,1723,748,1608
image_13370,64,220,51,188
image_13371,26,162,8,190
image_13372,6,389,89,342
image_13373,32,234,150,283
image_13374,51,346,43,484
image_13375,1,512,61,326
image_13376,0,394,2,474
image_13377,8,232,10,175
image_13378,126,384,90,300
image_13379,10,266,12,221
image_13380,18,479,0,305
image_13381,46,379,62,307
image_13382,0,249,0,311
image_13383,17,168,21,253
image_13384,0,219,24,218
image_13385,202,458,123,416
image_13386,15,304,14,280
image_13387,9,533,2,378
image_13388,23,154,55,146
image_13389,41,307,19,399
image_13390,129,271,266,498
image_13391,9,383,15,340
image_13392,64,375,114,372
image_13393,27,241,15,169
image_13394,68,508,0,377
image_13395,10,269,11,199
image_13396,109,480,39,374
image_13397,14,492,42,285
image_13398,92,341,2,287
image_13399,112,287,123,288
image_13400,6,199,16,186
image_13401,24,338,0,382
image_13402,18,478,58,395
image_13403,9,199,17,208
image_13404,24,282,5,170
image_13405,3,278,16,205
image_13406,0,222,116,393
image_13407,23,484,41,324
image_13408,322,465,156,238
image_13409,123,347,86,343
image_13410,89,336,1,307
image_13411,0,373,3,496
image_13412,17,307,113,462
image_13413,0,342,116,407
image_13414,138,381,41,309
image_13415,40,385,0,263
image_13416,135,446,61,326
image_13417,78,277,27,478
image_13418,13,180,6,188
image_13419,136,316,18,374
image_13420,0,331,98,498
image_13421,16,236,224,472
image_13422,137,329,18,381
image_13423,21,265,70,498
image_13424,41,742,214,903
image_13425,96,401,20,370
image_13426,134,392,50,291
image_13427,10,249,12,203
image_13428,66,326,53,495
image_13429,26,296,6,343
image_13430,178,463,87,353
image_13431,30,280,47,458
image_13432,152,335,36,294
image_13433,140,480,40,333
image_13434,174,497,91,374
image_13435,64,343,21,374
image_13436,104,412,30,374
image_13437,69,406,22,323
image_13438,26,409,12,442
image_13439,53,262,90,446
image_13440,34,476,68,402
image_13441,27,423,27,333
image_13442,72,430,60,379
image_13443,65,307,41,318
image_13444,0,275,1,488
image_13445,32,425,1,491
image_13446,115,370,69,320
image_13447,130,321,46,374
image_13448,53,488,49,374
image_13449,253,360,99,333
image_13450,46,455,39,318
image_13451,164,383,84,284
image_13452,1,497,74,374
image_13453,135,287,280,476
image_13454,2,342,1,372
image_13455,50,379,42,322
image_13456,26,487,51,321
image_13457,71,499,8,306
image_13458,142,499,10,374
image_13459,16,499,0,332
image_13460,110,343,16,341
image_13461,201,375,72,323
image_13462,95,447,22,356
image_13463,0,380,1,498
image_13464,98,428,25,431
image_13465,203,477,96,440
image_13466,45,427,11,374
image_13467,68,373,32,483
image_13468,0,450,48,332
image_13469,216,332,73,290
image_13470,0,240,260,498
image_13471,32,442,81,496
image_13472,41,498,80,357
image_13473,107,310,183,498
image_13474,98,291,32,438
image_13475,0,423,0,374
image_13476,73,490,105,406
image_13477,260,410,74,328
image_13478,298,498,19,402
image_13479,153,336,44,360
image_13480,167,437,101,485
image_13481,0,333,62,498
image_13482,26,398,18,498
image_13483,209,340,116,272
image_13484,66,414,24,380
image_13485,93,309,52,374
image_13486,22,211,33,200
image_13487,1,300,18,358
image_13488,0,373,30,498
image_13489,122,231,153,281
image_13490,55,263,36,441
image_13491,72,307,177,436
image_13492,84,364,76,330
image_13493,0,499,1,332
image_13494,139,499,54,374
image_13495,26,428,0,374
image_13496,141,366,81,307
image_13497,3,422,1,350
image_13498,57,210,245,377
image_13499,1,452,72,304
image_13500,133,499,20,331
image_13501,3,438,3,374
image_13502,31,332,6,374
image_13503,63,499,30,381
image_13504,2,499,5,385
image_13505,57,388,41,330
image_13506,5,329,35,495
image_13507,30,499,59,278
image_13508,1,499,4,374
image_13509,0,338,21,498
image_13510,119,251,86,235
image_13511,96,371,45,329
image_13512,133,416,46,298
image_13513,12,352,61,332
image_13514,152,370,28,332
image_13515,133,326,109,274
image_13516,26,167,22,271
image_13517,52,261,60,460
image_13518,370,493,114,261
image_13519,53,258,20,343
image_13520,307,421,147,265
image_13521,61,324,6,304
image_13522,117,322,125,350
image_13523,3,414,28,315
image_13524,89,450,50,298
image_13525,150,317,52,296
image_13526,157,337,158,370
image_13527,24,398,0,400
image_13528,3,499,0,310
image_13529,46,320,83,314
image_13530,3,326,108,374
image_13531,40,467,33,476
image_13532,52,341,56,280
image_13533,45,315,23,431
image_13534,110,496,25,372
image_13535,0,373,152,498
image_13536,24,172,30,109
image_13537,52,219,39,258
image_13538,40,274,105,495
image_13539,31,315,26,497
image_13540,90,309,58,295
image_13541,136,397,27,458
image_13542,2,312,31,472
image_13543,196,372,149,338
image_13544,182,439,3,373
image_13545,71,405,54,374
image_13546,100,252,58,260
image_13547,362,499,89,266
image_13548,1,286,42,497
image_13549,104,324,97,329
image_13550,142,297,41,276
image_13551,81,465,78,372
image_13552,95,499,30,374
image_13553,43,273,35,374
image_13554,111,452,0,262
image_13555,23,373,13,498
image_13556,1,322,91,383
image_13557,148,337,31,372
image_13558,1,237,57,401
image_13559,103,398,11,374
image_13560,39,499,0,338
image_13561,29,212,3,179
image_13562,0,317,0,497
image_13563,171,454,37,326
image_13564,60,323,22,498
image_13565,26,360,57,409
image_13566,38,338,26,374
image_13567,0,425,49,319
image_13568,0,246,107,374
image_13569,86,478,28,320
image_13570,2,320,27,498
image_13571,1,442,35,446
image_13572,1,499,0,374
image_13573,0,352,58,492
image_13574,123,373,52,498
image_13575,1,499,28,373
image_13576,52,192,61,238
image_13577,147,383,102,374
image_13578,104,411,55,273
image_13579,223,380,43,258
image_13580,89,499,0,331
image_13581,240,499,62,308
image_13582,4,177,5,199
image_13583,1,277,68,407
image_13584,124,470,0,281
image_13585,39,249,38,342
image_13586,112,316,126,255
image_13587,5,486,1,374
image_13588,55,498,7,424
image_13589,9,399,86,217
image_13590,37,182,28,162
image_13591,170,499,58,332
image_13592,170,431,38,318
image_13593,28,275,25,356
image_13594,33,272,9,232
image_13595,81,499,100,308
image_13596,102,204,134,271
image_13597,311,442,113,261
image_13598,202,400,37,287
image_13599,79,498,0,373
image_13600,8,411,0,332
image_13601,21,232,9,338
image_13602,0,385,0,373
image_13603,187,471,28,316
image_13604,71,228,158,410
image_13605,106,346,137,284
image_13606,95,194,5,166
image_13607,234,448,110,331
image_13608,328,459,201,334
image_13609,21,206,4,164
image_13610,3,330,6,495
image_13611,0,397,3,497
image_13612,214,292,164,246
image_13613,0,480,84,359
image_13614,22,467,26,300
image_13615,128,439,71,266
image_13616,22,146,20,121
image_13617,96,492,0,351
image_13618,17,421,0,354
image_13619,2,498,2,374
image_13620,3,299,33,359
image_13621,229,473,134,362
image_13622,43,350,47,286
image_13623,61,394,48,374
image_13624,232,353,132,234
image_13625,160,467,23,329
image_13626,76,420,46,342
image_13627,0,974,128,805
image_13628,33,330,47,420
image_13629,100,358,44,377
image_13630,63,375,45,374
image_13631,13,383,61,491
image_13632,102,242,54,302
image_13633,13,407,75,315
image_13634,190,498,59,306
image_13635,210,495,71,374
image_13636,18,359,24,330
image_13637,1,416,6,333
image_13638,229,321,198,304
image_13639,0,460,53,359
image_13640,57,372,1,497
image_13641,26,290,12,368
image_13642,27,498,14,403
image_13643,172,445,183,374
image_13644,0,383,16,307
image_13645,33,186,12,304
image_13646,28,460,5,361
image_13647,29,166,5,146
image_13648,71,304,2,315
image_13649,51,264,0,305
image_13650,89,406,29,332
image_13651,128,499,106,330
image_13652,188,430,37,327
image_13653,70,373,38,265
image_13654,164,499,54,351
image_13655,124,576,87,514
image_13656,174,481,114,217
image_13657,74,420,22,333
image_13658,95,373,91,441
image_13659,23,291,286,476
image_13660,26,471,0,498
image_13661,3,154,14,179
image_13662,106,372,44,222
image_13663,18,366,186,392
image_13664,219,440,68,247
image_13665,46,336,10,485
image_13666,125,496,8,372
image_13667,21,219,26,205
image_13668,206,474,27,288
image_13669,16,475,26,260
image_13670,1,471,1,330
image_13671,93,411,0,359
image_13672,212,380,83,374
image_13673,175,479,69,359
image_13674,100,467,63,326
image_13675,37,376,20,361
image_13676,141,324,67,270
image_13677,62,317,18,473
image_13678,46,382,91,272
image_13679,5,187,5,152
image_13680,87,357,5,272
image_13681,0,202,1,176
image_13682,6,498,14,404
image_13683,0,269,11,491
image_13684,100,437,17,336
image_13685,0,321,120,496
image_13686,14,467,1,399
image_13687,168,357,30,175
image_13688,127,422,31,311
image_13689,251,414,94,307
image_13690,70,441,23,303
image_13691,1,397,0,333
image_13692,10,396,58,421
image_13693,49,456,67,267
image_13694,0,331,40,497
image_13695,13,304,0,274
image_13696,3,246,2,197
image_13697,29,597,16,911
image_13698,83,303,135,363
image_13699,61,551,85,381
image_13700,83,384,50,303
image_13701,46,498,6,429
image_13702,1,431,31,330
image_13703,119,442,120,234
image_13704,48,366,10,326
image_13705,205,364,121,273
image_13706,272,455,134,313
image_13707,244,376,58,257
image_13708,3,370,33,487
image_13709,0,314,27,375
image_13710,48,313,9,219
image_13711,25,447,32,498
image_13712,0,80,313,436
image_13713,173,423,35,355
image_13714,149,381,52,320
image_13715,111,436,51,374
image_13716,196,354,55,333
image_13717,148,499,16,332
image_13718,141,463,0,374
image_13719,94,398,48,325
image_13720,9,232,32,194
image_13721,199,361,54,290
image_13722,33,493,2,441
image_13723,0,497,7,353
image_13724,1,451,0,331
image_13725,160,324,1,261
image_13726,103,273,148,486
image_13727,252,460,67,333
image_13728,26,337,2,353
image_13729,22,264,85,277
image_13730,59,287,109,332
image_13731,52,366,92,497
image_13732,136,420,26,332
image_13733,142,362,76,358
image_13734,121,499,22,374
image_13735,153,381,0,305
image_13736,23,284,7,336
image_13737,22,410,37,330
image_13738,44,497,44,334
image_13739,46,245,39,321
image_13740,0,258,4,349
image_13741,22,359,35,314
image_13742,0,324,60,497
image_13743,159,296,61,273
image_13744,41,440,41,498
image_13745,32,358,22,498
image_13746,24,310,35,370
image_13747,39,472,52,374
image_13748,85,183,106,250
image_13749,50,708,59,576
image_13750,264,407,155,295
image_13751,1,396,0,331
image_13752,5,391,6,352
image_13753,3,498,1,385
image_13754,0,226,16,299
image_13755,189,353,88,374
image_13756,123,379,27,313
image_13757,7,142,16,203
image_13758,36,408,16,372
image_13759,107,420,19,356
image_13760,2,348,0,439
image_13761,36,448,61,438
image_13762,172,416,142,267
image_13763,88,425,3,332
image_13764,60,494,103,356
image_13765,13,198,3,297
image_13766,143,400,90,289
image_13767,30,300,29,372
image_13768,135,638,82,478
image_13769,1,373,51,498
image_13770,65,403,34,374
image_13771,0,372,36,498
image_13772,46,444,2,327
image_13773,229,373,117,320
image_13774,2,280,45,343
image_13775,115,366,81,331
image_13776,56,498,24,432
image_13777,10,289,68,314
image_13778,0,348,38,498
image_13779,0,300,35,462
image_13780,13,346,9,306
image_13781,0,294,30,274
image_13782,0,248,23,308
image_13783,93,497,0,332
image_13784,57,296,152,385
image_13785,0,388,46,389
image_13786,141,357,77,294
image_13787,160,415,1,374
image_13788,72,306,0,435
image_13789,0,382,0,480
image_13790,154,499,6,253
image_13791,173,402,33,374
image_13792,84,348,40,433
image_13793,0,403,90,374
image_13794,222,316,96,288
image_13795,0,332,26,359
image_13796,289,484,98,316
image_13797,205,272,153,255
image_13798,96,358,18,488
image_13799,250,497,15,372
image_13800,108,328,131,292
image_13801,188,340,59,276
image_13802,163,335,78,274
image_13803,1,208,48,372
image_13804,10,298,45,351
image_13805,1,331,107,498
image_13806,100,326,62,395
image_13807,93,366,68,341
image_13808,27,364,83,466
image_13809,65,499,41,374
image_13810,0,392,1,374
image_13811,78,360,43,498
image_13812,3,333,0,498
image_13813,99,317,59,331
image_13814,32,499,42,272
image_13815,0,372,111,498
image_13816,163,412,34,372
image_13817,77,432,0,472
image_13818,0,499,30,281
image_13819,7,373,107,498
image_13820,295,482,275,481
image_13821,119,410,142,297
image_13822,268,388,84,340
image_13823,0,373,22,498
image_13824,0,499,0,332
image_13825,27,373,2,498
image_13826,22,243,6,253
image_13827,80,358,41,473
image_13828,92,312,33,467
image_13829,71,298,48,400
image_13830,79,407,150,416
image_13831,62,362,70,331
image_13832,5,260,19,382
image_13833,108,400,1,373
image_13834,89,491,11,363
image_13835,1,317,57,498
image_13836,85,320,57,361
image_13837,108,499,55,349
image_13838,2,499,19,372
image_13839,14,498,2,372
image_13840,143,499,63,374
image_13841,77,309,2,334
image_13842,63,366,72,349
image_13843,90,419,23,331
image_13844,235,663,27,543
image_13845,64,234,105,295
image_13846,0,308,89,420
image_13847,4,397,70,367
image_13848,342,421,195,351
image_13849,88,499,78,333
image_13850,52,359,27,485
image_13851,12,377,48,341
image_13852,46,382,42,333
image_13853,52,270,114,291
image_13854,5,320,32,498
image_13855,55,222,45,381
image_13856,9,237,3,190
image_13857,85,373,46,498
image_13858,10,286,10,380
image_13859,71,276,33,420
image_13860,152,305,205,469
image_13861,0,498,0,446
image_13862,68,268,21,324
image_13863,0,475,2,373
image_13864,2,423,1,373
image_13865,190,364,85,328
image_13866,87,254,101,267
image_13867,15,228,11,249
image_13868,30,219,4,359
image_13869,31,292,17,233
image_13870,11,264,15,236
image_13871,0,338,76,398
image_13872,21,301,12,334
image_13873,38,299,12,280
image_13874,16,394,9,308
image_13875,126,447,9,399
image_13876,17,149,39,238
image_13877,31,299,156,343
image_13878,6,296,6,199
image_13879,1,331,87,497
image_13880,90,409,67,498
image_13881,30,282,11,200
image_13882,1,481,31,399
image_13883,148,472,17,373
image_13884,197,499,42,331
image_13885,1,245,135,374
image_13886,108,417,2,351
image_13887,89,256,0,301
image_13888,11,376,46,334
image_13889,80,499,1,374
image_13890,0,198,107,305
image_13891,268,776,26,766
image_13892,137,373,26,374
image_13893,45,499,0,332
image_13894,63,260,17,239
image_13895,165,305,5,285
image_13896,0,499,0,330
image_13897,131,363,73,330
image_13898,77,334,32,318
image_13899,182,312,39,310
image_13900,64,260,46,420
image_13901,61,387,19,334
image_13902,50,343,171,498
image_13903,231,499,61,374
image_13904,90,397,44,333
image_13905,40,335,151,461
image_13906,74,414,87,236
image_13907,25,232,10,188
image_13908,55,394,11,472
image_13909,77,453,2,373
image_13910,99,499,17,326
image_13911,92,499,17,374
image_13912,0,493,5,461
image_13913,4,370,15,197
image_13914,0,175,168,481
image_13915,20,498,0,374
image_13916,220,465,16,346
image_13917,2,331,112,498
image_13918,97,433,68,333
image_13919,58,449,58,410
image_13920,6,272,32,322
image_13921,101,493,35,369
image_13922,67,435,10,332
image_13923,0,394,70,299
image_13924,1,375,179,424
image_13925,33,498,10,498
image_13926,117,357,109,373
image_13927,19,395,68,359
image_13928,100,390,138,498
image_13929,0,938,87,1021
image_13930,76,1151,129,1177
image_13931,85,257,61,373
image_13932,0,298,42,373
image_13933,76,341,80,498
image_13934,55,415,82,373
image_13935,32,302,10,498
image_13936,0,461,0,422
image_13937,29,466,18,622
image_13938,94,498,0,331
image_13939,102,499,52,275
image_13940,36,328,36,428
image_13941,136,460,68,498
image_13942,116,239,160,346
image_13943,21,276,2,468
image_13944,1,429,90,331
image_13945,179,461,81,308
image_13946,0,301,0,376
image_13947,3,335,15,333
image_13948,78,267,30,483
image_13949,56,468,25,496
image_13950,116,390,79,374
image_13951,0,313,45,498
image_13952,52,227,101,463
image_13953,0,499,0,332
image_13954,37,462,64,460
image_13955,0,499,34,374
image_13956,0,320,70,498
image_13957,107,343,94,323
image_13958,56,418,0,373
image_13959,263,357,79,307
image_13960,7,181,240,477
image_13961,0,468,0,374
image_13962,41,164,61,232
image_13963,79,376,235,456
image_13964,0,157,114,374
image_13965,31,281,9,197
image_13966,0,447,98,498
image_13967,100,364,13,365
image_13968,0,498,0,374
image_13969,0,492,57,265
image_13970,1,415,40,498
image_13971,56,499,0,331
image_13972,0,331,0,498
image_13973,122,223,143,367
image_13974,1,359,36,338
image_13975,77,304,37,299
image_13976,150,389,0,312
image_13977,0,387,24,259
image_13978,71,420,43,280
image_13979,22,421,1,374
image_13980,8,241,6,231
image_13981,22,416,67,369
image_13982,120,438,4,363
image_13983,14,355,37,205
image_13984,48,484,0,374
image_13985,40,341,180,372
image_13986,0,190,47,452
image_13987,76,420,11,330
image_13988,93,330,94,332
image_13989,60,341,0,351
image_13990,165,337,87,360
image_13991,56,350,61,463
image_13992,2,499,12,333
image_13993,50,384,20,414
image_13994,106,428,46,329
image_13995,0,285,41,258
image_13996,31,355,10,221
image_13997,20,263,21,361
image_13998,101,416,15,354
image_13999,37,317,63,293
image_14000,42,258,80,253
image_14001,28,243,8,359
image_14002,0,303,34,278
image_14003,124,457,65,355
image_14004,130,499,77,374
image_14005,150,236,5,102
image_14006,63,214,21,208
image_14007,5,302,16,252
image_14008,0,394,0,373
image_14009,22,346,0,431
image_14010,248,453,77,331
image_14011,33,272,10,236
image_14012,38,464,34,251
image_14013,87,499,114,431
image_14014,213,499,36,373
image_14015,82,271,118,455
image_14016,103,411,74,374
image_14017,94,336,34,311
image_14018,41,310,70,420
image_14019,50,351,7,481
image_14020,0,343,113,488
image_14021,46,499,0,374
image_14022,128,337,80,360
image_14023,168,285,139,315
image_14024,25,317,32,478
image_14025,38,308,3,497
image_14026,74,442,108,374
image_14027,66,267,166,460
image_14028,0,423,49,537
image_14029,4,257,35,316
image_14030,68,443,45,432
image_14031,70,380,50,477
image_14032,186,440,22,331
image_14033,78,347,78,315
image_14034,26,258,188,460
image_14035,0,299,58,498
image_14036,1,204,0,167
image_14037,42,199,32,212
image_14038,111,439,10,373
image_14039,0,172,0,173
image_14040,44,166,28,272
image_14041,19,111,115,252
image_14042,27,204,192,462
image_14043,45,139,60,212
image_14044,0,198,16,298
image_14045,67,250,15,191
image_14046,2,391,6,331
image_14047,177,474,1,374
image_14048,30,315,21,381
image_14049,11,237,24,194
image_14050,0,204,35,338
image_14051,0,373,88,447
image_14052,44,1334,270,1189
image_14053,47,396,12,355
image_14054,55,465,12,333
image_14055,12,135,8,150
image_14056,0,433,59,314
image_14057,97,258,20,312
image_14058,20,180,8,181
image_14059,32,354,22,293
image_14060,12,178,21,195
image_14061,0,299,1,224
image_14062,194,299,152,334
image_14063,33,200,198,347
image_14064,45,153,14,262
image_14065,10,190,8,171
image_14066,73,247,27,172
image_14067,71,1122,132,1293
image_14068,60,136,48,110
image_14069,117,272,144,404
image_14070,30,213,52,204
image_14071,181,444,45,236
image_14072,3,344,0,325
image_14073,119,354,156,332
image_14074,20,172,26,149
image_14075,129,521,97,411
image_14076,40,284,15,284
image_14077,0,154,0,173
image_14078,9,277,33,240
image_14079,43,627,64,487
image_14080,394,1875,59,1387
image_14081,15,175,6,176
image_14082,95,363,34,339
image_14083,9,304,0,305
image_14084,57,236,11,415
image_14085,1,509,33,510
image_14086,7,227,6,188
image_14087,124,359,49,332
image_14088,35,171,16,147
image_14089,102,303,103,268
image_14090,55,334,61,268
image_14091,135,379,0,301
image_14092,61,280,15,312
image_14093,0,332,6,252
image_14094,6,399,4,323
image_14095,46,247,27,317
image_14096,30,177,109,255
image_14097,27,157,157,286
image_14098,19,121,16,168
image_14099,26,456,86,364
image_14100,27,141,7,200
image_14101,50,361,29,435
image_14102,29,325,14,344
image_14103,11,219,6,174
image_14104,20,168,19,146
image_14105,16,147,142,291
image_14106,88,567,82,441
image_14107,156,360,118,414
image_14108,168,314,275,499
image_14109,129,207,164,277
image_14110,127,222,161,358
image_14111,128,410,63,374
image_14112,3,174,14,146
image_14113,1,219,7,296
image_14114,154,471,1,372
image_14115,43,324,39,316
image_14116,24,327,13,279
image_14117,4,196,3,174
image_14118,164,301,31,227
image_14119,25,554,15,445
image_14120,9,258,2,283
image_14121,60,220,78,229
image_14122,0,284,0,210
image_14123,16,154,3,191
image_14124,77,440,99,391
image_14125,0,211,12,276
image_14126,103,499,5,373
image_14127,13,247,46,297
image_14128,0,1640,19,1144
image_14129,68,701,60,645
image_14130,14,144,106,219
image_14131,17,177,26,258
image_14132,16,680,2,537
image_14133,17,127,30,209
image_14134,117,279,84,361
image_14135,8,173,27,399
image_14136,6,267,1,240
image_14137,22,345,134,384
image_14138,109,632,220,446
image_14139,0,443,3,368
image_14140,155,340,101,235
image_14141,76,482,16,335
image_14142,15,294,7,278
image_14143,0,293,23,246
image_14144,115,335,158,311
image_14145,27,275,4,297
image_14146,0,227,19,339
image_14147,68,195,11,300
image_14148,18,357,17,304
image_14149,1,398,25,504
image_14150,11,557,17,466
image_14151,17,264,5,343
image_14152,64,263,4,222
image_14153,2,257,11,411
image_14154,8,244,25,210
image_14155,22,240,14,183
image_14156,0,263,0,263
image_14157,23,284,7,237
image_14158,113,254,122,228
image_14159,29,713,101,874
image_14160,0,146,13,249
image_14161,13,223,8,331
image_14162,7,207,41,348
image_14163,3,144,23,191
image_14164,50,492,7,417
image_14165,66,372,75,498
image_14166,2,782,16,369
image_14167,201,317,164,247
image_14168,100,156,86,158
image_14169,70,357,13,498
image_14170,59,373,23,332
image_14171,43,459,52,698
image_14172,0,527,232,780
image_14173,10,294,1,336
image_14174,16,198,7,202
image_14175,24,261,17,260
image_14176,151,470,23,333
image_14177,37,169,19,136
image_14178,16,341,61,432
image_14179,294,469,20,351
image_14180,4,150,6,146
image_14181,105,427,15,284
image_14182,0,298,14,206
image_14183,66,219,0,162
image_14184,11,139,3,188
image_14185,192,498,123,331
image_14186,131,472,79,412
image_14187,38,321,33,373
image_14188,73,499,14,374
image_14189,17,482,34,341
image_14190,0,495,6,396
image_14191,115,277,137,483
image_14192,15,321,42,488
image_14193,68,499,40,374
image_14194,151,344,99,332
image_14195,110,387,39,370
image_14196,40,237,171,493
image_14197,186,342,88,374
image_14198,139,349,39,301
image_14199,60,373,17,498
image_14200,100,374,16,374
image_14201,179,325,67,332
image_14202,56,287,43,426
image_14203,36,293,15,374
image_14204,0,373,57,497
image_14205,99,350,61,333
image_14206,67,471,52,598
image_14207,27,353,29,374
image_14208,104,499,48,374
image_14209,73,331,66,417
image_14210,67,315,0,498
image_14211,37,267,1,468
image_14212,28,280,73,374
image_14213,82,299,55,448
image_14214,0,283,0,334
image_14215,0,446,27,356
image_14216,313,472,96,280
image_14217,4,499,70,303
image_14218,96,419,53,319
image_14219,203,445,108,290
image_14220,176,342,0,332
image_14221,167,393,65,357
image_14222,118,499,0,332
image_14223,104,373,28,335
image_14224,6,401,70,225
image_14225,21,498,26,440
image_14226,88,454,85,313
image_14227,62,450,9,339
image_14228,88,499,14,227
image_14229,120,276,26,402
image_14230,51,350,44,331
image_14231,0,387,96,399
image_14232,46,331,86,466
image_14233,41,446,53,282
image_14234,32,219,58,413
image_14235,218,366,112,368
image_14236,0,469,4,462
image_14237,43,477,39,377
image_14238,98,388,64,374
image_14239,112,303,121,269
image_14240,128,342,39,332
image_14241,155,439,120,331
image_14242,180,356,39,307
image_14243,0,451,9,374
image_14244,155,436,88,358
image_14245,36,499,0,332
image_14246,1,499,2,331
image_14247,64,281,23,269
image_14248,1,395,82,283
image_14249,75,262,100,477
image_14250,79,475,40,360
image_14251,16,233,101,374
image_14252,183,497,18,370
image_14253,17,392,58,498
image_14254,45,415,8,498
image_14255,185,397,64,374
image_14256,139,457,41,302
image_14257,31,431,29,451
image_14258,1,467,92,373
image_14259,56,257,18,239
image_14260,0,333,1,498
image_14261,6,373,198,423
image_14262,41,373,103,462
image_14263,111,498,0,428
image_14264,0,319,46,347
image_14265,20,279,17,231
image_14266,205,451,71,435
image_14267,0,311,76,498
image_14268,119,260,36,317
image_14269,1,310,172,331
image_14270,212,491,51,332
image_14271,160,411,2,374
image_14272,115,498,25,256
image_14273,221,391,129,332
image_14274,77,405,76,264
image_14275,174,339,40,362
image_14276,91,338,22,314
image_14277,188,387,46,340
image_14278,1,421,7,373
image_14279,33,334,54,208
image_14280,141,407,112,317
image_14281,45,452,28,334
image_14282,46,499,26,373
image_14283,0,499,53,374
image_14284,8,226,22,163
image_14285,63,323,37,491
image_14286,45,497,1,316
image_14287,31,274,18,293
image_14288,133,317,10,374
image_14289,9,498,99,266
image_14290,81,502,109,954
image_14291,25,499,35,374
image_14292,1,257,82,467
image_14293,14,249,14,175
image_14294,13,593,14,350
image_14295,0,471,7,495
image_14296,40,497,50,497
image_14297,43,436,17,497
image_14298,214,444,128,287
image_14299,0,359,0,253
image_14300,1,379,16,273
image_14301,107,237,108,431
image_14302,46,445,62,492
image_14303,60,305,100,371
image_14304,1,336,93,332
image_14305,120,499,0,332
image_14306,125,307,76,374
image_14307,32,322,37,313
image_14308,85,249,92,426
image_14309,2,361,48,427
image_14310,39,381,24,332
image_14311,0,421,67,333
image_14312,20,365,88,497
image_14313,114,298,20,357
image_14314,0,362,37,493
image_14315,51,472,87,325
image_14316,18,418,9,374
image_14317,23,306,46,497
image_14318,79,301,41,374
image_14319,47,341,13,351
image_14320,130,272,141,498
image_14321,130,418,51,329
image_14322,197,388,81,342
image_14323,49,499,94,374
image_14324,91,499,0,374
image_14325,116,353,38,381
image_14326,13,305,14,222
image_14327,128,453,28,374
image_14328,0,319,28,219
image_14329,253,497,74,332
image_14330,131,484,37,321
image_14331,129,477,9,322
image_14332,80,407,1,356
image_14333,167,311,53,274
image_14334,21,264,14,362
image_14335,91,499,5,344
image_14336,140,272,114,294
image_14337,133,429,39,258
image_14338,14,144,7,274
image_14339,156,499,65,301
image_14340,28,418,6,298
image_14341,93,416,124,299
image_14342,43,373,10,490
image_14343,15,335,25,431
image_14344,71,254,30,317
image_14345,192,275,192,279
image_14346,44,374,61,374
image_14347,12,482,0,356
image_14348,1,373,1,498
image_14349,0,336,174,798
image_14350,0,256,0,204
image_14351,193,298,83,336
image_14352,97,289,73,298
image_14353,139,499,135,346
image_14354,6,199,2,249
image_14355,273,351,134,203
image_14356,33,294,8,380
image_14357,61,331,20,455
image_14358,14,307,69,201
image_14359,167,263,143,252
image_14360,78,363,79,235
image_14361,3,598,31,448
image_14362,170,423,42,332
image_14363,27,334,48,498
image_14364,1,499,13,374
image_14365,83,279,105,498
image_14366,178,334,71,433
image_14367,203,327,133,306
image_14368,27,499,26,374
